time,value,flag
2016-01-01 13:29:00,53.6085222148,False
2016-01-01 13:30:00,82.1514506737,False
2016-01-01 13:31:00,116.612142485,False
2016-01-01 13:32:00,156.884264843,False
2016-01-01 13:33:00,202.843553039,False
2016-01-01 13:34:00,254.348193897,False
2016-01-01 13:35:00,311.239263361,False
2016-01-01 13:36:00,373.341216865,False
2016-01-01 13:37:00,440.462431007,False
2016-01-01 13:38:00,512.395794825,False
2016-01-01 13:39:00,588.919348859,False
2016-01-01 13:40:00,669.796970042,False
2016-01-01 13:41:00,754.779100283,False
2016-01-01 13:42:00,843.603516511,False
2016-01-01 13:43:00,935.996139798,False
2016-01-01 13:44:00,1031.67188106,False
2016-01-01 13:45:00,1130.33552075,False
2016-01-01 13:46:00,1231.68261977,False
2016-01-01 13:47:00,1335.40045887,False
2016-01-01 13:48:00,1441.1690036,False
2016-01-01 13:49:00,1548.66189179,False
2016-01-01 13:50:00,1657.54744057,False
2016-01-01 13:51:00,1767.48966988,False
2016-01-01 13:52:00,1878.14933911,False
2016-01-01 13:53:00,1989.1849939,False
2016-01-01 13:54:00,2100.25401976,False
2016-01-01 13:55:00,2211.01369921,False
2016-01-01 13:56:00,2321.12226931,False
2016-01-01 13:57:00,2430.23997618,False
2016-01-01 13:58:00,2538.03012339,False
2016-01-01 13:59:00,2644.16011086,False
2016-01-01 14:00:00,2748.30246114,False
2016-01-01 14:01:00,2850.13582989,False
2016-01-01 14:02:00,2949.34599742,False
2016-01-01 14:03:00,3045.62683826,False
2016-01-01 14:04:00,3138.68126573,False
2016-01-01 14:05:00,3228.22214868,False
2016-01-01 14:06:00,3313.97319744,False
2016-01-01 14:07:00,3395.66981633,False
2016-01-01 14:08:00,3473.05992014,False
2016-01-01 14:09:00,3545.90471196,False
2016-01-01 14:10:00,3613.97942,False
2016-01-01 14:11:00,3677.07399118,False
2016-01-01 14:12:00,3734.99373924,False
2016-01-01 14:13:00,3787.5599455,False
2016-01-01 14:14:00,3834.61041032,False
2016-01-01 14:15:00,3875.99995355,False
2016-01-01 14:16:00,3911.60086254,False
2016-01-01 14:17:00,3941.30328621,False
2016-01-01 14:18:00,3965.01557397,False
2016-01-01 14:19:00,3982.66455859,False
2016-01-01 14:20:00,3994.19578189,False
2016-01-01 14:21:00,3999.57366283,False
2016-01-01 14:22:00,3998.78160728,False
2016-01-01 14:23:00,3991.82205923,False
2016-01-01 14:24:00,3978.71649325,False
2016-01-01 14:25:00,3959.5053482,False
2016-01-01 14:26:00,3934.24790249,False
2016-01-01 14:27:00,3903.02209117,False
2016-01-01 14:28:00,3865.92426539,False
2016-01-01 14:29:00,3823.06889518,False
2016-01-01 14:30:00,3774.58821619,False
2016-01-01 14:31:00,3720.63182165,False
2016-01-01 14:32:00,3661.36620082,False
2016-01-01 14:33:00,3596.97422525,False
2016-01-01 14:34:00,3527.65458448,False
2016-01-01 14:35:00,3453.621173,False
2016-01-01 14:36:00,3375.10243023,False
2016-01-01 14:37:00,3292.34063564,False
2016-01-01 14:38:00,3205.59116119,False
2016-01-01 14:39:00,3115.1216833,False
2016-01-01 14:40:00,3021.21135695,False
2016-01-01 14:41:00,2924.14995428,False
2016-01-01 14:42:00,2824.23697048,False
2016-01-01 14:43:00,2721.78069966,False
2016-01-01 14:44:00,2617.09728354,False
2016-01-01 14:45:00,2510.50973599,False
2016-01-01 14:46:00,2402.34694633,False
2016-01-01 14:47:00,2292.94266447,False
2016-01-01 14:48:00,2182.63447111,False
2016-01-01 14:49:00,2071.76273607,False
2016-01-01 14:50:00,1960.66956807,False
2016-01-01 14:51:00,1849.69775908,False
2016-01-01 14:52:00,1739.18972658,False
2016-01-01 14:53:00,1629.48645705,False
2016-01-01 14:54:00,1520.92645374,False
2016-01-01 14:55:00,1413.84469222,False
2016-01-01 14:56:00,1308.57158676,False
2016-01-01 14:57:00,1205.43197079,False
2016-01-01 14:58:00,1104.74409459,False
2016-01-01 14:59:00,1006.8186433,False
2016-01-01 15:00:00,911.957778221,False
2016-01-01 15:01:00,820.454204516,False
2016-01-01 15:02:00,732.590267987,False
2016-01-01 15:03:00,648.637083884,False
2016-01-01 15:04:00,568.853700334,False
2016-01-01 15:05:00,493.486299019,False
2016-01-01 15:06:00,422.767435554,False
2016-01-01 15:07:00,356.915321901,False
2016-01-01 15:08:00,296.133153055,False
2016-01-01 15:09:00,240.608480057,False
2016-01-01 15:10:00,190.512631281,False
2016-01-01 15:11:00,146.000183782,False
2016-01-01 15:12:00,107.208486324,False
2016-01-01 15:13:00,74.2572355779,False
2016-01-01 15:14:00,47.24810678,False
2016-01-01 15:15:00,26.2644400003,False
2016-01-01 15:16:00,11.3709829866,False
2016-01-01 15:17:00,2.6136913771,False
2016-01-01 15:18:00,0.0195868985932,False
2016-01-01 15:19:00,3.59667398726,False
2016-01-01 15:20:00,13.3339150902,False
2016-01-01 15:21:00,29.201264723,False
2016-01-01 15:22:00,51.1497621791,False
2016-01-01 15:23:00,79.111682604,False
2016-01-01 15:24:00,113.000745969,False
2016-01-01 15:25:00,152.712383299,False
2016-01-01 15:26:00,198.124059333,False
2016-01-01 15:27:00,249.095650623,False
2016-01-01 15:28:00,305.469877901,False
2016-01-01 15:29:00,367.072791387,False
2016-01-01 15:30:00,433.714307527,False
2016-01-01 15:31:00,505.188795527,False
2016-01-01 15:32:00,581.275711849,False
2016-01-01 15:33:00,661.740280724,False
2016-01-01 15:34:00,746.334218588,False
2016-01-01 15:35:00,834.796500185,False
2016-01-01 15:36:00,926.854163999,False
2016-01-01 15:37:00,1022.22315451,False
2016-01-01 15:38:00,1120.60919868,False
2016-01-01 15:39:00,1221.70871397,False
2016-01-01 15:40:00,1325.20974509,False
2016-01-01 15:41:00,1430.79292657,False
2016-01-01 15:42:00,1538.1324682,False
2016-01-01 15:43:00,1646.89716029,False
2016-01-01 15:44:00,1756.75139568,False
2016-01-01 15:45:00,1867.3562053,False
2016-01-01 15:46:00,1978.37030405,False
2016-01-01 15:47:00,2089.45114396,False
2016-01-01 15:48:00,2200.25597109,False
2016-01-01 15:49:00,2310.44288319,False
2016-01-01 15:50:00,2419.67188466,False
2016-01-01 15:51:00,2527.60593565,False
2016-01-01 15:52:00,2633.91199204,False
2016-01-01 15:53:00,2738.26203311,False
2016-01-01 15:54:00,2840.33407365,False
2016-01-01 15:55:00,2939.81315753,False
2016-01-01 15:56:00,3036.39232948,False
2016-01-01 15:57:00,3129.77358232,False
2016-01-01 15:58:00,3219.66877641,False
2016-01-01 15:59:00,3305.80052882,False
2016-01-01 16:00:00,3387.90306915,False
2016-01-01 16:01:00,3465.72305969,False
2016-01-01 16:02:00,3539.02037704,False
2016-01-01 16:03:00,3607.5688531,False
2016-01-01 16:04:00,3671.15697291,False
2016-01-01 16:05:00,3729.5885273,False
2016-01-01 16:06:00,3782.68321836,False
2016-01-01 16:07:00,3830.27721573,False
2016-01-01 16:08:00,3872.22366213,False
2016-01-01 16:09:00,3908.39312652,False
2016-01-01 16:10:00,3938.67400345,False
2016-01-01 16:11:00,3962.97285747,False
2016-01-01 16:12:00,3981.21471139,False
2016-01-01 16:13:00,3993.34327768,False
2016-01-01 16:14:00,3999.32113213,False
2016-01-01 16:15:00,3999.1298293,False
2016-01-01 16:16:00,3992.76995949,False
2016-01-01 16:17:00,3980.26114688,False
2016-01-01 16:18:00,3961.64198897,False
2016-01-01 16:19:00,3936.96993754,False
2016-01-01 16:20:00,3906.32112131,False
2016-01-01 16:21:00,3869.79011105,False
2016-01-01 16:22:00,3827.48962781,False
2016-01-01 16:23:00,3779.55019505,False
2016-01-01 16:24:00,3726.11973594,False
2016-01-01 16:25:00,3667.36311688,False
2016-01-01 16:26:00,3603.46163884,False
2016-01-01 16:27:00,3534.61247787,False
2016-01-01 16:28:00,3461.02807674,False
2016-01-01 16:29:00,3382.93548938,False
2016-01-01 16:30:00,3300.57568031,False
2016-01-01 16:31:00,3214.20278111,False
2016-01-01 16:32:00,3124.08330624,False
2016-01-01 16:33:00,3030.49533068,False
2016-01-01 16:34:00,2933.72763194,False
2016-01-01 16:35:00,2834.07879894,False
2016-01-01 16:36:00,2731.85631071,False
2016-01-01 16:37:00,2627.37558761,False
2016-01-01 16:38:00,2520.95901809,False
2016-01-01 16:39:00,2412.93496388,False
2016-01-01 16:40:00,2303.6367468,False
2016-01-01 16:41:00,2193.40162028,False
2016-01-01 16:42:00,2082.5697287,False
2016-01-01 16:43:00,1971.48305781,False
2016-01-01 16:44:00,1860.48437954,False
2016-01-01 16:45:00,1749.9161943,False
2016-01-01 16:46:00,1640.11967415,False
2016-01-01 16:47:00,1531.43361009,False
2016-01-01 16:48:00,1424.19336667,False
2016-01-01 16:49:00,1318.72984717,False
2016-01-01 16:50:00,1215.36847257,False
2016-01-01 16:51:00,1114.42817741,False
2016-01-01 16:52:00,1016.22042569,False
2016-01-01 16:53:00,921.048249809,False
2016-01-01 16:54:00,829.205315504,False
2016-01-01 16:55:00,740.975015721,False
2016-01-01 16:56:00,656.629596167,False
2016-01-01 16:57:00,576.429315262,False
2016-01-01 16:58:00,500.621641078,False
2016-01-01 16:59:00,429.440487746,False
2016-01-01 17:00:00,363.105493684,False
2016-01-01 17:01:00,301.821343874,False
2016-01-01 17:02:00,245.777138282,False
2016-01-01 17:03:00,195.145808366,False
2016-01-01 17:04:00,150.083583475,False
2016-01-01 17:05:00,110.729508781,False
2016-01-01 17:06:00,77.2050162409,False
2016-01-01 17:07:00,49.6135498999,False
2016-01-01 17:08:00,28.0402467042,False
2016-01-01 17:09:00,12.5516737993,False
2016-01-01 17:10:00,3.19562312827,False
2016-01-01 17:11:00,0.000963964477251,False
2016-01-01 17:12:00,2.97755383127,False
2016-01-01 17:13:00,12.1162080856,False
2016-01-01 17:14:00,27.3887282582,False
2016-01-01 17:15:00,48.7479890637,False
2016-01-01 17:16:00,76.1280838116,False
2016-01-01 17:17:00,109.44452777,False
2016-01-01 17:18:00,148.594518852,False
2016-01-01 17:19:00,193.457254828,False
2016-01-01 17:20:00,243.894306073,False
2016-01-01 17:21:00,299.750042711,False
2016-01-01 17:22:00,360.852114828,False
2016-01-01 17:23:00,427.011984281,False
2016-01-01 17:24:00,498.025506457,False
2016-01-01 17:25:00,573.673560185,False
2016-01-01 17:26:00,653.722723864,False
2016-01-01 17:27:00,737.925995713,False
2016-01-01 17:28:00,826.023555927,False
2016-01-01 17:29:00,917.743568383,False
2016-01-01 17:30:00,1012.80301943,False
2016-01-01 17:31:00,1110.90859114,False
2016-01-01 17:32:00,1211.75756643,False
2016-01-01 17:33:00,1315.03876306,False
2016-01-01 17:34:00,1420.4334939,False
2016-01-01 17:35:00,1527.61655022,False
2016-01-01 17:36:00,1636.25720519,False
2016-01-01 17:37:00,1746.02023439,False
2016-01-01 17:38:00,1856.56695016,False
2016-01-01 17:39:00,1967.55624668,False
2016-01-01 17:40:00,2078.64565249,False
2016-01-01 17:41:00,2189.49238723,False
2016-01-01 17:42:00,2299.75441933,False
2016-01-01 17:43:00,2409.09152139,False
2016-01-01 17:44:00,2517.16632003,False
2016-01-01 17:45:00,2623.64533682,False
2016-01-01 17:46:00,2728.20001734,False
2016-01-01 17:47:00,2830.50774495,False
2016-01-01 17:48:00,2930.25283627,False
2016-01-01 17:49:00,3027.12751525,False
2016-01-01 17:50:00,3120.83286286,False
2016-01-01 17:51:00,3211.07973944,False
2016-01-01 17:52:00,3297.58967689,False
2016-01-01 17:53:00,3380.09573789,False
2016-01-01 17:54:00,3458.34333959,False
2016-01-01 17:55:00,3532.09103917,False
2016-01-01 17:56:00,3601.1112788,False
2016-01-01 17:57:00,3665.19108783,False
2016-01-01 17:58:00,3724.13273995,False
2016-01-01 17:59:00,3777.75436325,False
2016-01-01 18:00:00,3825.89050146,False
2016-01-01 18:01:00,3868.39262446,False
2016-01-01 18:02:00,3905.12958659,False
2016-01-01 18:03:00,3935.98803134,False
2016-01-01 18:04:00,3960.87274107,False
2016-01-01 18:05:00,3979.70693089,False
2016-01-01 18:06:00,3992.43248553,False
2016-01-01 18:07:00,3999.01013868,False
2016-01-01 18:08:00,3999.41959416,False
2016-01-01 18:09:00,3993.65958856,False
2016-01-01 18:10:00,3981.74789509,False
2016-01-01 18:11:00,3963.72126878,False
2016-01-01 18:12:00,3939.63533307,False
2016-01-01 18:13:00,3909.56440813,False
2016-01-01 18:14:00,3873.60128161,False
2016-01-01 18:15:00,3831.85692225,False
2016-01-01 18:16:00,3784.46013754,False
2016-01-01 18:17:00,3731.55717623,False
2016-01-01 18:18:00,3673.31127707,False
2016-01-01 18:19:00,3609.90216513,False
2016-01-01 18:20:00,3541.5254972,False
2016-01-01 18:21:00,3468.39225811,False
2016-01-01 18:22:00,3390.7281097,False
2016-01-01 18:23:00,3308.77269446,False
2016-01-01 18:24:00,3222.77889617,False
2016-01-01 18:25:00,3133.01205951,False
2016-01-01 18:26:00,3039.74917139,False
2016-01-01 18:27:00,2943.27800619,False
2016-01-01 18:28:00,2843.89623784,False
2016-01-01 18:29:00,2741.91052132,False
2016-01-01 18:30:00,2637.6355464,False
2016-01-01 18:31:00,2531.39306667,False
2016-01-01 18:32:00,2423.51090666,False
2016-01-01 18:33:00,2314.32195039,False
2016-01-01 18:34:00,2204.16311414,False
2016-01-01 18:35:00,2093.37430687,False
2016-01-01 18:36:00,1982.29738142,False
2016-01-01 18:37:00,1871.27507962,False
2016-01-01 18:38:00,1760.64997479,False
2016-01-01 18:39:00,1650.76341462,False
2016-01-01 18:40:00,1541.95446793,False
2016-01-01 18:41:00,1434.55887846,False
2016-01-01 18:42:00,1328.9080288,False
2016-01-01 18:43:00,1225.32791799,False
2016-01-01 18:44:00,1124.13815549,False
2016-01-01 18:45:00,1025.65097508,False
2016-01-01 18:46:00,930.170271352,False
2016-01-01 18:47:00,837.990662054,False
2016-01-01 18:48:00,749.396578985,False
2016-01-01 18:49:00,664.66139035,False
2016-01-01 18:50:00,584.046557251,False
2016-01-01 18:51:00,507.800826914,False
2016-01-01 18:52:00,436.159465146,False
2016-01-01 18:53:00,369.343530396,False
2016-01-01 18:54:00,307.55919165,False
2016-01-01 18:55:00,250.997092269,False
2016-01-01 18:56:00,199.83176174,False
2016-01-01 18:57:00,154.221077135,False
2016-01-01 18:58:00,114.30577597,False
2016-01-01 18:59:00,80.2090219346,False
2016-01-01 19:00:00,52.0360248609,False
2016-01-01 19:01:00,29.8737160808,False
2016-01-01 19:02:00,13.7904801906,False
2016-01-01 19:03:00,3.83594404121,False
2016-01-01 19:04:00,0.0408236081275,False
2016-01-01 19:05:00,2.41682921368,False
2016-01-01 19:06:00,10.9566293932,False
2016-01-01 19:07:00,25.6338735172,False
2016-01-01 19:08:00,46.4032730995,False
2016-01-01 19:09:00,73.2007415408,False
2016-01-01 19:10:00,105.943591876,False
2016-01-01 19:11:00,144.530791913,False
2016-01-01 19:12:00,188.843275987,False
2016-01-01 19:13:00,238.744312342,False
2016-01-01 19:14:00,294.079925045,False
2016-01-01 19:15:00,354.679369089,False
2016-01-01 19:16:00,420.355657254,False
2016-01-01 19:17:00,490.906137077,False
2016-01-01 19:18:00,566.113116165,False
2016-01-01 19:19:00,645.744533906,False
2016-01-01 19:20:00,729.554677527,False
2016-01-01 19:21:00,817.28494027,False
2016-01-01 19:22:00,908.664619355,False
2016-01-01 19:23:00,1003.41175127,False
2016-01-01 19:24:00,1101.23398179,False
2016-01-01 19:25:00,1201.82946812,False
2016-01-01 19:26:00,1304.88781019,False
2016-01-01 19:27:00,1410.09100851,False
2016-01-01 19:28:00,1517.11444535,False
2016-01-01 19:29:00,1625.62788641,False
2016-01-01 19:30:00,1735.2964998,False
2016-01-01 19:31:00,1845.7818892,False
2016-01-01 19:32:00,1956.74313801,False
2016-01-01 19:33:00,2067.83786132,False
2016-01-01 19:34:00,2178.72326236,False
2016-01-01 19:35:00,2289.05719025,False
2016-01-01 19:36:00,2398.49919576,False
2016-01-01 19:37:00,2506.71158179,False
2016-01-01 19:38:00,2613.36044539,False
2016-01-01 19:39:00,2718.11670804,False
2016-01-01 19:40:00,2820.65713112,False
2016-01-01 19:41:00,2920.6653132,False
2016-01-01 19:42:00,3017.83266646,False
2016-01-01 19:43:00,3111.85936878,False
2016-01-01 19:44:00,3202.45528891,False
2016-01-01 19:45:00,3289.34088175,False
2016-01-01 19:46:00,3372.24805082,False
2016-01-01 19:47:00,3450.92097564,False
2016-01-01 19:48:00,3525.11690096,False
2016-01-01 19:49:00,3594.60688591,False
2016-01-01 19:50:00,3659.1765104,False
2016-01-01 19:51:00,3718.6265367,False
2016-01-01 19:52:00,3772.77352427,False
2016-01-01 19:53:00,3821.45039576,False
2016-01-01 19:54:00,3864.50695255,False
2016-01-01 19:55:00,3901.8103382,False
2016-01-01 19:56:00,3933.24544841,False
2016-01-01 19:57:00,3958.71528621,False
2016-01-01 19:58:00,3978.14126118,False
2016-01-01 19:59:00,3991.46343205,False
2016-01-01 20:00:00,3998.64069156,False
2016-01-01 20:01:00,3999.65089339,False
2016-01-01 20:02:00,3994.49092042,False
2016-01-01 20:03:00,3983.17669441,False
2016-01-01 20:04:00,3965.74312682,False
2016-01-01 20:05:00,3942.24401113,False
2016-01-01 20:06:00,3912.75185681,False
2016-01-01 20:07:00,3877.35766563,False
2016-01-01 20:08:00,3836.17065081,False
2016-01-01 20:09:00,3789.31790009,False
2016-01-01 20:10:00,3736.94398354,False
2016-01-01 20:11:00,3679.21050746,False
2016-01-01 20:12:00,3616.29561578,False
2016-01-01 20:13:00,3548.39344031,False
2016-01-01 20:14:00,3475.71350179,False
2016-01-01 20:15:00,3398.48006331,False
2016-01-01 20:16:00,3316.93143838,False
2016-01-01 20:17:00,3231.31925557,False
2016-01-01 20:18:00,3141.90768204,False
2016-01-01 20:19:00,3048.97260848,False
2016-01-01 20:20:00,2952.80079776,False
2016-01-01 20:21:00,2853.68900012,False
2016-01-01 20:22:00,2751.94303751,False
2016-01-01 20:23:00,2647.8768599,False
2016-01-01 20:24:00,2541.81157662,False
2016-01-01 20:25:00,2434.07446544,False
2016-01-01 20:26:00,2324.9979628,False
2016-01-01 20:27:00,2214.918638,False
2016-01-01 20:28:00,2104.17615467,False
2016-01-01 20:29:00,1993.11222268,False
2016-01-01 20:30:00,1882.06954379,False
2016-01-01 20:31:00,1771.39075419,False
2016-01-01 20:32:00,1661.41736722,False
2016-01-01 20:33:00,1552.48871963,False
2016-01-01 20:34:00,1444.94092448,False
2016-01-01 20:35:00,1339.10583404,False
2016-01-01 20:36:00,1235.31001583,False
2016-01-01 20:37:00,1133.87374492,False
2016-01-01 20:38:00,1035.1100157,False
2016-01-01 20:39:00,939.32357611,False
2016-01-01 20:40:00,846.809987272,False
2016-01-01 20:41:00,757.854711522,False
2016-01-01 20:42:00,672.732231574,False
2016-01-01 20:43:00,591.705203564,False
2016-01-01 20:44:00,515.023646598,False
2016-01-01 20:45:00,442.92417128,False
2016-01-01 20:46:00,375.629249627,False
2016-01-01 20:47:00,313.3465286,False
2016-01-01 20:48:00,256.268189381,False
2016-01-01 20:49:00,204.570354378,False
2016-01-01 20:50:00,158.412543776,False
2016-01-01 20:51:00,117.937183314,False
2016-01-01 20:52:00,83.269164818,False
2016-01-01 20:53:00,54.5154608267,False
2016-01-01 20:54:00,31.764794517,False
2016-01-01 20:55:00,15.0873659363,False
2016-01-01 20:56:00,4.5346353921,False
2016-01-01 20:57:00,0.139164663996,False
2016-01-01 20:58:00,1.91451653081,False
2016-01-01 20:59:00,9.85521292066,False
2016-01-01 21:00:00,23.9367518143,False
2016-01-01 21:01:00,44.1156828491,False
2016-01-01 21:02:00,70.3297413908,False
2016-01-01 21:03:00,102.498040659,False
2016-01-01 21:04:00,140.521321312,False
2016-01-01 21:05:00,184.282257728,False
2016-01-01 21:06:00,233.645820022,False
2016-01-01 21:07:00,288.459690704,False
2016-01-01 21:08:00,348.554734669,False
2016-01-01 21:09:00,413.745521085,False
2016-01-01 21:10:00,483.830895569,False
2016-01-01 21:11:00,558.594600866,False
2016-01-01 21:12:00,637.805944142,False
2016-01-01 21:13:00,721.220508817,False
2016-01-01 21:14:00,808.580908742,False
2016-01-01 21:15:00,899.617582395,False
2016-01-01 21:16:00,994.049624648,False
2016-01-01 21:17:00,1091.58565354,False
2016-01-01 21:18:00,1191.92470935,False
2016-01-01 21:19:00,1294.7571833,False
2016-01-01 21:20:00,1399.76577282,False
2016-01-01 21:21:00,1506.62646068,False
2016-01-01 21:22:00,1615.00951476,False
2016-01-01 21:23:00,1724.58050549,False
2016-01-01 21:24:00,1835.00133778,False
2016-01-01 21:25:00,1945.93129422,False
2016-01-01 21:26:00,2057.02808648,False
2016-01-01 21:27:00,2167.94891138,False
2016-01-01 21:28:00,2278.35150876,False
2016-01-01 21:29:00,2387.89521749,False
2016-01-01 21:30:00,2496.24202664,False
2016-01-01 21:31:00,2603.0576185,False
2016-01-01 21:32:00,2708.01240008,False
2016-01-01 21:33:00,2810.7825202,False
2016-01-01 21:34:00,2911.05086869,False
2016-01-01 21:35:00,3008.50805492,False
2016-01-01 21:36:00,3102.85336248,False
2016-01-01 21:37:00,3193.79567703,False
2016-01-01 21:38:00,3281.0543846,False
2016-01-01 21:39:00,3364.36023744,False
2016-01-01 21:40:00,3443.45618486,False
2016-01-01 21:41:00,3518.09816634,False
2016-01-01 21:42:00,3588.05586465,False
2016-01-01 21:43:00,3653.11341648,False
2016-01-01 21:44:00,3713.07007858,False
2016-01-01 21:45:00,3767.74084709,False
2016-01-01 21:46:00,3816.95702848,False
2016-01-01 21:47:00,3860.56676002,False
2016-01-01 21:48:00,3898.43547839,False
2016-01-01 21:49:00,3930.44633487,False
2016-01-01 21:50:00,3956.50055596,False
2016-01-01 21:51:00,3976.51774805,False
2016-01-01 21:52:00,3990.43614558,False
2016-01-01 21:53:00,3998.21280159,False
2016-01-01 21:54:00,3999.82372021,False
2016-01-01 21:55:00,3995.26393077,False
2016-01-01 21:56:00,3984.54750306,False
2016-01-01 21:57:00,3967.70750397,False
2016-01-01 21:58:00,3944.79589544,False
2016-01-01 21:59:00,3915.88337413,False
2016-01-01 22:00:00,3881.05915326,False
2016-01-01 22:01:00,3840.43068735,False
2016-01-01 22:02:00,3794.12334066,False
2016-01-01 22:03:00,3742.28000034,False
2016-01-01 22:04:00,3685.06063554,False
2016-01-01 22:05:00,3622.64180384,False
2016-01-01 22:06:00,3555.21610638,False
2016-01-01 22:07:00,3482.99159368,False
2016-01-01 22:08:00,3406.19112355,False
2016-01-01 22:09:00,3325.05167352,False
2016-01-01 22:10:00,3239.82360959,False
2016-01-01 22:11:00,3150.7699137,False
2016-01-01 22:12:00,3058.16537224,False
2016-01-01 22:13:00,2962.29572819,False
2016-01-01 22:14:00,2863.45679942,False
2016-01-01 22:15:00,2761.9535659,False
2016-01-01 22:16:00,2658.09922864,False
2016-01-01 22:17:00,2552.21424329,False
2016-01-01 22:18:00,2444.62533131,False
2016-01-01 22:19:00,2335.66447185,False
2016-01-01 22:20:00,2225.66787736,False
2016-01-01 22:21:00,2114.97495621,False
2016-01-01 22:22:00,2003.92726534,False
2016-01-01 22:23:00,1892.8674564,False
2016-01-01 22:24:00,1782.13821842,False
2016-01-01 22:25:00,1672.08122042,False
2016-01-01 22:26:00,1563.03605713,False
2016-01-01 22:27:00,1455.33920115,False
2016-01-01 22:28:00,1349.32296469,False
2016-01-01 22:29:00,1245.31447421,False
2016-01-01 22:30:00,1143.63466101,False
2016-01-01 22:31:00,1044.59727097,False
2016-01-01 22:32:00,948.507896429,False
2016-01-01 22:33:00,855.663033268,False
2016-01-01 22:34:00,766.349166007,False
2016-01-01 22:35:00,680.841883837,False
2016-01-01 22:36:00,599.405030252,False
2016-01-01 22:37:00,522.289888925,False
2016-01-01 22:38:00,449.73440834,False
2016-01-01 22:39:00,381.962467576,False
2016-01-01 22:40:00,319.183185495,False
2016-01-01 22:41:00,261.590275483,False
