,value,flag,a_score,likelihood,log_lhood,pred
2016-01-01 12:36:00,-43.40900403,False,0.40000000596,0.5,0.03,-1.0
2016-01-01 12:37:00,-49.02050759,False,0.17499999702,0.5,0.03,-1.0
2016-01-01 12:38:00,-54.48075221,False,0.40000000596,0.5,0.03,-1.0
2016-01-01 12:39:00,-59.7728896,False,0.875,0.5,0.03,-1.0
2016-01-01 12:40:00,-64.8805902,False,0.699999988079,0.5,0.03,-1.0
2016-01-01 12:41:00,-69.78809358,False,0.449999988079,0.5,0.03,-1.0
2016-01-01 12:42:00,-74.48025699,False,0.574999988079,0.5,0.03,-1.0
2016-01-01 12:43:00,-78.94260219,False,0.25,0.5,0.03,-1.0
2016-01-01 12:44:00,-83.16136004,False,0.27500000596,0.5,0.03,-1.0
2016-01-01 12:45:00,-87.12351304,False,0.425000011921,0.5,0.03,-1.0
2016-01-01 12:46:00,-90.81683546,False,0.125,0.5,0.03,-1.0
2016-01-01 12:47:00,-94.22993109,False,0.10000000149,0.5,0.03,-1.0
2016-01-01 12:48:00,-97.35226839,False,0.125,0.5,0.03,-1.0
2016-01-01 12:49:00,-100.174213,False,0.15000000596,0.5,0.03,-1.0
2016-01-01 12:50:00,-102.68705747,False,0.15000000596,0.5,0.03,-1.0
2016-01-01 12:51:00,-104.88304806,False,0.15000000596,0.5,0.03,-1.0
2016-01-01 12:52:00,-106.75540881,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 12:53:00,-108.29836229,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 12:54:00,-109.50714752,False,0.0,0.5,0.03,-1.0
2016-01-01 12:55:00,-110.37803465,False,0.0,0.5,0.03,-1.0
2016-01-01 12:56:00,-110.90833646,False,0.0,0.5,0.03,-1.0
2016-01-01 12:57:00,-111.0964166,False,0.0,0.5,0.03,-1.0
2016-01-01 12:58:00,-110.94169476,False,0.0,0.5,0.03,-1.0
2016-01-01 12:59:00,-110.44464835,False,0.0,0.5,0.03,-1.0
2016-01-01 13:00:00,-109.60681105,False,0.0,0.5,0.03,-1.0
2016-01-01 13:01:00,-108.43076813,False,0.0,0.5,0.03,-1.0
2016-01-01 13:02:00,-106.9201484,False,0.0,0.5,0.03,-1.0
2016-01-01 13:03:00,-105.0796131,False,0.0,0.5,0.03,-1.0
2016-01-01 13:04:00,-102.9148414,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 13:05:00,-100.43251299,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 13:06:00,-97.640287407,False,0.10000000149,0.5,0.03,-1.0
2016-01-01 13:07:00,-94.546780417,False,0.125,0.5,0.03,-1.0
2016-01-01 13:08:00,-91.161537423,False,0.27500000596,0.5,0.03,-1.0
2016-01-01 13:09:00,-87.495004017,False,0.5,0.5,0.03,-1.0
2016-01-01 13:10:00,-83.558493751,False,0.649999976158,0.5,0.03,-1.0
2016-01-01 13:11:00,-79.364153226,False,0.300000011921,0.5,0.03,-1.0
2016-01-01 13:12:00,-74.924924605,False,0.22499999404,0.5,0.03,-1.0
2016-01-01 13:13:00,-70.254505688,False,0.27500000596,0.5,0.03,-1.0
2016-01-01 13:14:00,-65.367307642,False,0.10000000149,0.5,0.03,-1.0
2016-01-01 13:15:00,-60.278410532,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 13:16:00,-55.00351679,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 13:17:00,-49.558902768,False,0.125,0.5,0.03,-1.0
2016-01-01 13:18:00,-43.961368506,False,0.25,0.5,0.03,-1.0
2016-01-01 13:19:00,-38.228185902,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 13:20:00,-32.3770454136,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 13:21:00,-26.4260014726,False,0.20000000298,0.5,0.03,-1.0
2016-01-01 13:22:00,-20.393416774,False,0.20000000298,0.5,0.03,-1.0
2016-01-01 13:23:00,-14.2979056184,False,0.25,0.5,0.03,-1.0
2016-01-01 13:24:00,-8.15827647326,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 13:25:00,-1.99347393822,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 13:26:00,4.17747971185,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 13:27:00,10.3355432219,False,0.10000000149,0.5,0.03,-1.0
2016-01-01 13:28:00,16.4617151111,False,0.125,0.5,0.03,-1.0
2016-01-01 13:29:00,22.537092304,False,0.125,0.5,0.03,-1.0
2016-01-01 13:30:00,28.5429284589,False,0.20000000298,0.5,0.03,-1.0
2016-01-01 13:31:00,34.4606918113,False,0.34999999404,0.5,0.03,-1.0
2016-01-01 13:32:00,40.272122358,False,0.300000011921,0.5,0.03,-1.0
2016-01-01 13:33:00,45.959288196,False,0.0,0.5,0.03,-1.0
2016-01-01 13:34:00,51.504640858,False,0.0,0.5,0.03,-1.0
2016-01-01 13:35:00,56.891069464,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 13:36:00,62.101953504,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 13:37:00,67.121214142,False,0.0,0.5,0.03,-1.0
2016-01-01 13:38:00,71.933363818,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 13:39:00,76.523554034,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 13:40:00,80.877621183,False,0.0,0.5,0.03,-1.0
2016-01-01 13:41:00,84.982130241,False,0.0,0.5,0.03,-1.0
2016-01-01 13:42:00,88.824416228,False,0.0,0.5,0.03,-1.0
2016-01-01 13:43:00,92.392623287,False,0.10000000149,0.5,0.03,-1.0
2016-01-01 13:44:00,95.675741262,False,0.10000000149,0.5,0.03,-1.0
2016-01-01 13:45:00,98.66363969,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 13:46:00,101.34709902,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 13:47:00,103.7178391,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 13:48:00,105.76854473,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 13:49:00,107.49288819,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 13:50:00,108.88554878,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 13:51:00,109.94222931,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 13:52:00,110.65966923,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 13:53:00,111.03565479,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 13:54:00,111.06902586,False,0.0,0.5,0.03,-1.0
2016-01-01 13:55:00,110.75967945,False,0.0,0.5,0.03,-1.0
2016-01-01 13:56:00,110.1085701,False,0.0,0.5,0.03,-1.0
2016-01-01 13:57:00,109.11770687,False,0.0,0.5,0.03,-1.0
2016-01-01 13:58:00,107.79014721,False,0.0,0.5,0.03,-1.0
2016-01-01 13:59:00,106.12998747,False,0.0,0.5,0.03,-1.0
2016-01-01 14:00:00,104.14235028,False,0.0,0.5,0.03,-1.0
2016-01-01 14:01:00,101.83336875,False,0.0,0.5,0.03,-1.0
2016-01-01 14:02:00,99.21016753,False,0.0,0.5,0.03,-1.0
2016-01-01 14:03:00,96.28084084,False,0.0,0.5,0.03,-1.0
2016-01-01 14:04:00,93.05442747,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 14:05:00,89.54088295,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 14:06:00,85.75104876,False,0.125,0.5,0.03,-1.0
2016-01-01 14:07:00,81.69661889,False,0.10000000149,0.5,0.03,-1.0
2016-01-01 14:08:00,77.39010381,False,0.0,0.5,0.03,-1.0
2016-01-01 14:09:00,72.84479182,False,0.0,0.5,0.03,-1.0
2016-01-01 14:10:00,68.07470804,False,0.10000000149,0.5,0.03,-1.0
2016-01-01 14:11:00,63.09457118,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 14:12:00,57.91974806,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 14:13:00,52.56620626,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 14:14:00,47.05046482,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 14:15:00,41.38954323,False,0.15000000596,0.5,0.03,-1.0
2016-01-01 14:16:00,35.60090899,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 14:17:00,29.70242367,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 14:18:00,23.71228776,False,0.0,0.5,0.03,-1.0
2016-01-01 14:19:00,17.64898462,False,0.0,0.5,0.03,-1.0
2016-01-01 14:20:00,11.5312233,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 14:21:00,5.37788094,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 14:22:00,-0.79205555,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 14:23:00,-6.95954805,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 14:24:00,-13.10556598,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 14:25:00,-19.21114505,False,0.0,0.5,0.03,-1.0
2016-01-01 14:26:00,-25.25744571,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 14:27:00,-31.22581132,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 14:28:00,-37.09782578,False,0.0,0.5,0.03,-1.0
2016-01-01 14:29:00,-42.85537021,False,0.0,0.5,0.03,-1.0
2016-01-01 14:30:00,-48.48067899,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 14:31:00,-53.95639454,False,0.0,0.5,0.03,-1.0
2016-01-01 14:32:00,-59.26562083,False,0.0,0.5,0.03,-1.0
2016-01-01 14:33:00,-64.39197557,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 14:34:00,-69.31964077,False,0.0,0.5,0.03,-1.0
2016-01-01 14:35:00,-74.03341148,False,0.0,0.5,0.03,-1.0
2016-01-01 14:36:00,-78.51874277,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 14:37:00,-82.76179459,False,0.0,0.5,0.03,-1.0
2016-01-01 14:38:00,-86.74947445,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 14:39:00,-90.46947789,False,0.125,0.5,0.03,-1.0
2016-01-01 14:40:00,-93.91032635,False,0.125,0.5,0.03,-1.0
2016-01-01 14:41:00,-97.06140267,False,0.0,0.5,0.03,-1.0
2016-01-01 14:42:00,-99.9129838,False,0.0,0.5,0.03,-1.0
2016-01-01 14:43:00,-102.45627082,False,0.0,0.5,0.03,-1.0
2016-01-01 14:44:00,-104.68341612,False,0.0,0.5,0.03,-1.0
2016-01-01 14:45:00,-106.58754755,False,0.0,0.5,0.03,-1.0
2016-01-01 14:46:00,-108.16278966,False,0.0,0.5,0.03,-1.0
2016-01-01 14:47:00,-109.40428186,False,0.0,0.5,0.03,-1.0
2016-01-01 14:48:00,-110.30819336,False,0.0,0.5,0.03,-1.0
2016-01-01 14:49:00,-110.87173504,False,0.0,0.5,0.03,-1.0
2016-01-01 14:50:00,-111.093168,False,0.0,0.5,0.03,-1.0
2016-01-01 14:51:00,-110.97180899,False,0.0,0.5,0.03,-1.0
2016-01-01 14:52:00,-110.5080325,False,0.0,0.5,0.03,-1.0
2016-01-01 14:53:00,-109.70326953,False,0.0,0.5,0.03,-1.0
2016-01-01 14:54:00,-108.56000331,False,0.0,0.5,0.03,-1.0
2016-01-01 14:55:00,-107.08176152,False,0.0,0.5,0.03,-1.0
2016-01-01 14:56:00,-105.27310546,False,0.0,0.5,0.03,-1.0
2016-01-01 14:57:00,-103.13961597,False,0.0,0.5,0.03,-1.0
2016-01-01 14:58:00,-100.6878762,False,0.0,0.5,0.03,-1.0
2016-01-01 14:59:00,-97.92545129,False,0.0,0.5,0.03,-1.0
2016-01-01 15:00:00,-94.860865079,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:01:00,-91.503573705,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:02:00,-87.863936529,False,0.0,0.5,0.03,-1.0
2016-01-01 15:03:00,-83.953184103,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 15:04:00,-79.78338355,False,0.17499999702,0.5,0.03,-1.0
2016-01-01 15:05:00,-75.367401315,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 15:06:00,-70.718863465,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 15:07:00,-65.852113653,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:08:00,-60.782168846,False,0.0,0.5,0.03,-1.0
2016-01-01 15:09:00,-55.524672998,False,0.0,0.5,0.03,-1.0
2016-01-01 15:10:00,-50.095848776,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:11:00,-44.512447499,False,0.0,0.5,0.03,-1.0
2016-01-01 15:12:00,-38.791697458,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:13:00,-32.9512507461,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 15:14:00,-27.0091287979,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:15:00,-20.9836667797,False,0.0,0.5,0.03,-1.0
2016-01-01 15:16:00,-14.8934570137,False,0.0,0.5,0.03,-1.0
2016-01-01 15:17:00,-8.7572916095,False,0.0,0.5,0.03,-1.0
2016-01-01 15:18:00,-2.59410447851,False,0.0,0.5,0.03,-1.0
2016-01-01 15:19:00,3.57708708867,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:20:00,9.73724110294,False,0.0,0.5,0.03,-1.0
2016-01-01 15:21:00,15.8673496328,False,0.0,0.5,0.03,-1.0
2016-01-01 15:22:00,21.9484974561,False,0.0,0.5,0.03,-1.0
2016-01-01 15:23:00,27.9619204249,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:24:00,33.889063365,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:25:00,39.71163733,False,0.0,0.5,0.03,-1.0
2016-01-01 15:26:00,45.411676034,False,0.0,0.5,0.03,-1.0
2016-01-01 15:27:00,50.97159129,False,0.0,0.5,0.03,-1.0
2016-01-01 15:28:00,56.374227278,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 15:29:00,61.602913486,False,0.0,0.5,0.03,-1.0
2016-01-01 15:30:00,66.64151614,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:31:00,71.474488,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 15:32:00,76.086916322,False,0.15000000596,0.5,0.03,-1.0
2016-01-01 15:33:00,80.464568875,False,0.20000000298,0.5,0.03,-1.0
2016-01-01 15:34:00,84.593937864,False,0.0,0.5,0.03,-1.0
2016-01-01 15:35:00,88.462281597,False,0.0,0.5,0.03,-1.0
2016-01-01 15:36:00,92.057663814,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 15:37:00,95.368990511,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:38:00,98.38604417,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:39:00,101.09951529,False,0.0,0.5,0.03,-1.0
2016-01-01 15:40:00,103.50103112,False,0.0,0.5,0.03,-1.0
2016-01-01 15:41:00,105.58318148,False,0.0,0.5,0.03,-1.0
2016-01-01 15:42:00,107.33954163,False,0.0,0.5,0.03,-1.0
2016-01-01 15:43:00,108.76469209,False,0.0,0.5,0.03,-1.0
2016-01-01 15:44:00,109.85423539,False,0.0,0.5,0.03,-1.0
2016-01-01 15:45:00,110.60480962,False,0.0,0.5,0.03,-1.0
2016-01-01 15:46:00,111.01409875,False,0.0,0.5,0.03,-1.0
2016-01-01 15:47:00,111.08083991,False,0.0,0.5,0.03,-1.0
2016-01-01 15:48:00,110.80482713,False,0.0,0.5,0.03,-1.0
2016-01-01 15:49:00,110.1869121,False,0.0,0.5,0.03,-1.0
2016-01-01 15:50:00,109.22900147,False,0.0,0.5,0.03,-1.0
2016-01-01 15:51:00,107.93405099,False,0.0,0.5,0.03,-1.0
2016-01-01 15:52:00,106.30605639,False,0.0,0.5,0.03,-1.0
2016-01-01 15:53:00,104.35004107,False,0.0,0.5,0.03,-1.0
2016-01-01 15:54:00,102.07204054,False,0.0,0.5,0.03,-1.0
2016-01-01 15:55:00,99.47908388,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 15:56:00,96.57917195,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 15:57:00,93.38125284,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 15:58:00,89.89519409,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 15:59:00,86.13175241,False,0.10000000149,0.5,0.03,-1.0
2016-01-01 16:00:00,82.10254033,False,0.27500000596,0.5,0.03,-1.0
2016-01-01 16:01:00,77.81999054,False,0.0,0.5,0.03,-1.0
2016-01-01 16:02:00,73.29731735,False,0.0,0.5,0.03,-1.0
2016-01-01 16:03:00,68.54847606,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 16:04:00,63.58811981,False,0.0,0.5,0.03,-1.0
2016-01-01 16:05:00,58.43155439,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:06:00,53.09469106,False,0.0,0.5,0.03,-1.0
2016-01-01 16:07:00,47.59399737,False,0.0,0.5,0.03,-1.0
2016-01-01 16:08:00,41.9464464,False,0.125,0.5,0.03,-1.0
2016-01-01 16:09:00,36.16946439,False,0.0750000029802,0.5,0.03,-1.0
2016-01-01 16:10:00,30.28087693,False,0.0,0.5,0.03,-1.0
2016-01-01 16:11:00,24.29885402,False,0.0,0.5,0.03,-1.0
2016-01-01 16:12:00,18.24185392,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:13:00,12.12856629,False,0.0,0.5,0.03,-1.0
2016-01-01 16:14:00,5.97785445,False,0.0,0.5,0.03,-1.0
2016-01-01 16:15:00,-0.19130283,False,0.0,0.5,0.03,-1.0
2016-01-01 16:16:00,-6.35986981,False,0.0,0.5,0.03,-1.0
2016-01-01 16:17:00,-12.50881261,False,0.0,0.5,0.03,-1.0
2016-01-01 16:18:00,-18.61915791,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:19:00,-24.67205143,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 16:20:00,-30.64881623,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:21:00,-36.53101026,False,0.0,0.5,0.03,-1.0
2016-01-01 16:22:00,-42.30048324,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:23:00,-47.93943276,False,0.0,0.5,0.03,-1.0
2016-01-01 16:24:00,-53.43045911,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:25:00,-58.75661906,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:26:00,-63.90147804,False,0.10000000149,0.5,0.03,-1.0
2016-01-01 16:27:00,-68.84916097,False,0.0,0.5,0.03,-1.0
2016-01-01 16:28:00,-73.58440113,False,0.0,0.5,0.03,-1.0
2016-01-01 16:29:00,-78.09258736,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 16:30:00,-82.35980907,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:31:00,-86.3728992,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 16:32:00,-90.11947487,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:33:00,-93.58797556,False,0.0,0.5,0.03,-1.0
2016-01-01 16:34:00,-96.76769874,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:35:00,-99.648833,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:36:00,-102.22248823,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:37:00,-104.4807231,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:38:00,-106.41656952,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:39:00,-108.02405421,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:40:00,-109.29821708,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:41:00,-110.23512652,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:42:00,-110.83189158,False,0.0,0.5,0.03,-1.0
2016-01-01 16:43:00,-111.08667089,False,0.0,0.5,0.03,-1.0
2016-01-01 16:44:00,-110.99867827,False,0.0,0.5,0.03,-1.0
2016-01-01 16:45:00,-110.56818524,False,0.0,0.5,0.03,-1.0
2016-01-01 16:46:00,-109.79652015,False,0.0,0.5,0.03,-1.0
2016-01-01 16:47:00,-108.68606406,False,0.0,0.5,0.03,-1.0
2016-01-01 16:48:00,-107.24024342,False,0.0,0.5,0.03,-1.0
2016-01-01 16:49:00,-105.4635195,False,0.0,0.5,0.03,-1.0
2016-01-01 16:50:00,-103.3613746,False,0.0,0.5,0.03,-1.0
2016-01-01 16:51:00,-100.94029516,False,0.0,0.5,0.03,-1.0
2016-01-01 16:52:00,-98.20775172,False,0.0,0.5,0.03,-1.0
2016-01-01 16:53:00,-95.172175881,False,0.0,0.5,0.03,-1.0
2016-01-01 16:54:00,-91.842934305,False,0.0,0.5,0.03,-1.0
2016-01-01 16:55:00,-88.230299783,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:56:00,-84.345419554,False,0.0,0.5,0.03,-1.0
2016-01-01 16:57:00,-80.200280905,False,0.125,0.5,0.03,-1.0
2016-01-01 16:58:00,-75.807674184,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 16:59:00,-71.181153332,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 17:00:00,-66.334994062,False,0.125,0.5,0.03,-1.0
2016-01-01 17:01:00,-61.28414981,False,0.0,0.5,0.03,-1.0
2016-01-01 17:02:00,-56.044205592,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 17:03:00,-50.631329916,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 17:04:00,-45.062224891,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 17:05:00,-39.354074694,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 17:06:00,-33.5244925401,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 17:07:00,-27.591466341,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 17:08:00,-21.5733031957,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 17:09:00,-15.4885729049,False,0.0,0.5,0.03,-1.0
2016-01-01 17:10:00,-9.35605067103,False,0.0,0.5,0.03,-1.0
2016-01-01 17:11:00,-3.19465916379,False,0.0,0.5,0.03,-1.0
2016-01-01 17:12:00,2.97658986679,False,0.0,0.5,0.03,-1.0
2016-01-01 17:13:00,9.13865425433,False,0.0,0.5,0.03,-1.0
2016-01-01 17:14:00,15.2725201726,False,0.0,0.5,0.03,-1.0
2016-01-01 17:15:00,21.3592608055,False,0.0,0.5,0.03,-1.0
2016-01-01 17:16:00,27.3800947479,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 17:17:00,33.3164439584,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 17:18:00,39.149991082,False,0.10000000149,0.5,0.03,-1.0
2016-01-01 17:19:00,44.862735976,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 17:20:00,50.437051245,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 17:21:00,55.855736638,False,0.0,0.5,0.03,-1.0
2016-01-01 17:22:00,61.102072117,False,0.0500000007451,0.5,0.03,-1.0
2016-01-01 17:23:00,66.159869453,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 17:24:00,71.013522176,False,0.0250000003725,0.5,0.03,-1.0
2016-01-01 17:25:00,75.648053728,False,0.15000000596,0.5,0.03,-1.0
2016-01-01 17:26:00,80.049163679,False,0.25,0.5,0.03,-1.0
2016-01-01 17:27:00,84.203271849,False,0.0,0.5,0.03,-1.0
2016-01-01 17:28:00,88.097560214,False,0.0,0.5,0.03,-1.0
2016-01-01 17:29:00,91.720012456,False,0.0,0.5,0.03,-1.0
2016-01-01 17:30:00,95.059451047,False,0.0,0.5,0.03,-1.0
2016-01-01 17:31:00,98.10557171,False,0.0,0.5,0.03,-1.0
2016-01-01 17:32:00,100.84897529,False,0.0,0.5,0.03,-1.0
2016-01-01 17:33:00,103.28119663,False,0.0,0.5,0.03,-1.0
2016-01-01 17:34:00,105.39473084,False,0.0,0.5,0.03,-1.0
2016-01-01 17:35:00,107.18305632,False,0.0,0.5,0.03,-1.0
2016-01-01 17:36:00,108.64065497,False,0.0,0.5,0.03,-1.0
2016-01-01 17:37:00,109.7630292,False,0.0,0.5,0.03,-1.0
2016-01-01 17:38:00,110.54671577,False,0.0,0.5,0.03,-1.0
2016-01-01 17:39:00,110.98929652,False,0.0,0.5,0.03,-1.0
2016-01-01 17:40:00,111.08940581,False,0.0,0.5,0.03,-1.0
2016-01-01 17:41:00,110.84673474,False,0.0,0.5,0.03,-1.0
2016-01-01 17:42:00,110.2620321,False,0.0,0.5,0.03,-1.0
2016-01-01 17:43:00,109.33710206,False,0.0,0.5,0.03,-1.0
2016-01-01 17:44:00,108.07479864,False,0.0,0.5,0.03,-1.0
2016-01-01 17:45:00,106.47901679,False,0.0,0.5,0.03,-1.0
2016-01-01 17:46:00,104.55468052,False,0.0,0.5,0.03,-1.0
